gönder app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208164,2025-08-21,0,0.0,0.0,2.0517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208165,2025-08-21,0,0.0,0.0,2.5564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_50098_208234,2025-08-21,0,0.0,0.0,0.1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-08-21,0,0.0,0.0,20.7084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SKK_Yzg3NGFlNGVjYWEzNGU2YmE3ZTl8,2025-08-21,0,0.0,0.0,0.0947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-21,0,0.0,0.0,6.5979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-21,0,0.0,0.0,0.1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-21,0,0.0,0.0,0.1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-21,0,0.0,0.0,1.1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-08-21,0,0.0,0.0,0.2303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_204685,2025-08-21,0,0.0,0.0,0.1696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_205841,2025-08-21,0,0.0,0.0,0.8584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_205907,2025-08-21,0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207555,2025-08-21,0,0.0,0.0,0.0558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207632,2025-08-21,0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207675,2025-08-21,0,0.0,0.0,0.0864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207691,2025-08-21,0,0.0,0.0,0.1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207888,2025-08-21,0,0.0,0.0,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208110,2025-08-21,0,0.0,0.0,0.2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208198,2025-08-21,0,0.0,0.0,0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208231,2025-08-21,0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_,2025-08-21,0,0.0,0.0,6.6868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_205841,2025-08-21,0,0.0,0.0,0.5169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_205907,2025-08-21,0,0.0,0.0,0.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_206305,2025-08-21,0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_206791,2025-08-21,0,0.0,0.0,0.4852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207364,2025-08-21,0,0.0,0.0,0.7982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207555,2025-08-21,0,0.0,0.0,0.1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207632,2025-08-21,0,0.0,0.0,0.1459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207675,2025-08-21,0,0.0,0.0,0.2268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207746,2025-08-21,0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208110,2025-08-21,0,0.0,0.0,2.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208146,2025-08-21,0,0.0,0.0,0.4362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_300576,2025-08-21,0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-08-21,0,0.0,0.0,8.1342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-22,107,2.5,235.0,212.1132,0.6858,0.7361,0.7885,0.8685,0.8939,0.912,0.9194,0.9337,0.9581,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,MTkwMzZ8,2025-08-22,79,2.5,185.0,133.0826,0.0731,0.1569,0.228,0.2542,0.2898,0.3594,0.3816,0.4167,0.7437,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-08-22,0,0.0,0.0,6.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_GP_US_CPI,ZUpIY1o2eFJEa1Mw,2025-08-22,0,0.0,0.0,1.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_iOS_US_CPI,OTlwSkZrSHNEcm01,2025-08-22,0,0.0,0.0,7.5616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-08-22,0,0.0,0.0,0.5689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-08-22,0,0.0,0.0,2.3527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,MTkxNDF8,2025-08-22,0,0.0,0.0,4.9339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-08-22,0,0.0,0.0,37.7354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_,2025-08-22,0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_200540,2025-08-22,0,0.0,0.0,1.7754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_201946,2025-08-22,0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205771,2025-08-22,0,0.0,0.0,0.7107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205841,2025-08-22,0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_206791,2025-08-22,0,0.0,0.0,0.2764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207364,2025-08-22,0,0.0,0.0,0.0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207509,2025-08-22,0,0.0,0.0,0.0973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207608,2025-08-22,0,0.0,0.0,0.7238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207632,2025-08-22,0,0.0,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207793,2025-08-22,0,0.0,0.0,1.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207962,2025-08-22,0,0.0,0.0,3.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_208231,2025-08-22,0,0.0,0.0,0.0246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_204147,2025-08-22,0,0.0,0.0,0.5491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_205841,2025-08-22,0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207608,2025-08-22,0,0.0,0.0,0.5363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_208146,2025-08-22,0,0.0,0.0,4.8872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_300576,2025-08-22,0,0.0,0.0,0.8249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208163,2025-08-22,0,0.0,0.0,1.9757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208164,2025-08-22,0,0.0,0.0,2.4919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208165,2025-08-22,0,0.0,0.0,0.7092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49788_208005,2025-08-22,0,0.0,0.0,0.9311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_50098_208234,2025-08-22,0,0.0,0.0,0.1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-08-22,0,0.0,0.0,18.3828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SKK_Yzg3NGFlNGVjYWEzNGU2YmE3ZTl8,2025-08-22,0,0.0,0.0,0.0351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-22,0,0.0,0.0,5.1226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-22,0,0.0,0.0,0.6356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-22,0,0.0,0.0,0.4536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-22,0,0.0,0.0,1.0557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-08-22,0,0.0,0.0,0.0548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_203540,2025-08-22,0,0.0,0.0,0.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_205192,2025-08-22,0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207675,2025-08-22,0,0.0,0.0,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207691,2025-08-22,0,0.0,0.0,0.4588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207888,2025-08-22,0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207962,2025-08-22,0,0.0,0.0,0.1092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208110,2025-08-22,0,0.0,0.0,0.1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208198,2025-08-22,0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208231,2025-08-22,0,0.0,0.0,0.2725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208237,2025-08-22,0,0.0,0.0,0.1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_,2025-08-22,0,0.0,0.0,8.6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_200452,2025-08-22,0,0.0,0.0,0.1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_203540,2025-08-22,0,0.0,0.0,0.1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_205841,2025-08-22,0,0.0,0.0,0.1863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207364,2025-08-22,0,0.0,0.0,0.1086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207555,2025-08-22,0,0.0,0.0,0.1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207608,2025-08-22,0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207675,2025-08-22,0,0.0,0.0,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207793,2025-08-22,0,0.0,0.0,0.0648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208110,2025-08-22,0,0.0,0.0,0.4872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208117,2025-08-22,0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208146,2025-08-22,0,0.0,0.0,2.2918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-08-22,0,0.0,0.0,8.2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-23,124,2.5,287.5,219.5164,0.5299,0.588,0.6233,0.6815,0.7009,0.7186,0.7359,0.7462,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,MTkwMzZ8,2025-08-23,97,2.5,222.5,108.6845,0.0792,0.1222,0.1286,0.1287,0.1317,0.1394,0.1411,0.1462,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-08-23,0,0.0,0.0,7.9847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_GP_US_CPI,ZUpIY1o2eFJEa1Mw,2025-08-23,0,0.0,0.0,6.8341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_iOS_US_CPI,OTlwSkZrSHNEcm01,2025-08-23,0,0.0,0.0,3.7605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-08-23,0,0.0,0.0,2.8036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-08-23,0,0.0,0.0,2.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,MTkxNDF8,2025-08-23,0,0.0,0.0,6.8202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-08-23,0,0.0,0.0,30.6006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_200540,2025-08-23,0,0.0,0.0,2.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_203540,2025-08-23,0,0.0,0.0,0.0346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_204685,2025-08-23,0,0.0,0.0,1.8346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205192,2025-08-23,0,0.0,0.0,1.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205771,2025-08-23,0,0.0,0.0,0.1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205841,2025-08-23,0,0.0,0.0,1.7129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_206305,2025-08-23,0,0.0,0.0,0.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207364,2025-08-23,0,0.0,0.0,0.4159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207509,2025-08-23,0,0.0,0.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207608,2025-08-23,0,0.0,0.0,1.1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207632,2025-08-23,0,0.0,0.0,0.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207675,2025-08-23,0,0.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207746,2025-08-23,0,0.0,0.0,0.3992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207793,2025-08-23,0,0.0,0.0,0.7227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207962,2025-08-23,0,0.0,0.0,1.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_200452,2025-08-23,0,0.0,0.0,0.6911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
